Date,Close,SMA20,SMA60,Signal,Position,Strategy Return
2015-04-01,66.03714752197266,,,0,,
2015-04-02,67.11734771728516,,,0,0.0,0.0
2015-04-07,67.40541076660156,,,0,0.0,0.0
2015-04-08,67.47743225097656,,,0,0.0,0.0
2015-04-09,66.97332000732422,,,0,0.0,-0.0
2015-04-10,67.04533386230469,,,0,0.0,0.0
2015-04-13,66.90132904052734,,,0,0.0,-0.0
2015-04-14,67.54944610595703,,,0,0.0,0.0
2015-04-15,66.3251953125,,,0,0.0,-0.0
2015-04-16,67.18937683105469,,,0,0.0,0.0
2015-04-17,66.46922302246094,,,0,0.0,-0.0
2015-04-20,66.82929229736328,,,0,0.0,0.0
2015-04-21,66.3251953125,,,0,0.0,-0.0
2015-04-22,66.25318908691406,,,0,0.0,-0.0
2015-04-23,67.18937683105469,,,0,0.0,0.0
2015-04-24,68.12555694580078,,,0,0.0,0.0
2015-04-27,68.19756317138672,,,0,0.0,0.0
2015-04-28,67.40541076660156,,,0,0.0,-0.0
2015-04-29,66.3251953125,,,0,0.0,-0.0
2015-04-30,66.25318908691406,66.9697265625,,0,0.0,-0.0
2015-05-04,67.04533386230469,67.0201358795166,,0,0.0,0.0
2015-05-05,67.04533386230469,67.01653518676758,,0,0.0,0.0
2015-05-06,66.97332000732422,66.99493064880372,,0,0.0,-0.0
2015-05-07,66.3251953125,66.93731880187988,,0,0.0,-0.0
2015-05-08,66.75729370117188,66.92651748657227,,0,0.0,0.0
2015-05-11,67.11734771728516,66.93011817932128,,0,0.0,0.0
2015-05-12,66.75729370117188,66.92291641235352,,0,0.0,-0.0
2015-05-13,68.05354309082031,66.94812126159668,,0,0.0,0.0
2015-05-14,67.47743225097656,67.0057331085205,,0,0.0,-0.0
2015-05-15,67.04533386230469,66.998530960083,,0,0.0,-0.0
2015-05-18,69.70986938476562,67.16056327819824,,0,0.0,0.0
2015-05-19,70.86210632324219,67.3622039794922,,0,0.0,0.0
2015-05-20,70.21397399902344,67.55664291381837,,0,0.0,-0.0
2015-05-21,69.8539047241211,67.7366786956787,,0,0.0,-0.0
2015-05-22,69.49382781982422,67.85190124511719,,0,0.0,-0.0
2015-05-25,69.78189849853516,67.93471832275391,,0,0.0,0.0
2015-05-26,70.14195251464844,68.031937789917,,0,0.0,0.0
2015-05-27,70.14195251464844,68.16876487731933,,0,0.0,0.0
2015-05-28,70.79009246826172,68.39200973510742,,0,0.0,0.0
2015-05-29,71.36620330810547,68.647660446167,,0,0.0,0.0
2015-06-01,70.0699462890625,68.79889106750488,,0,0.0,-0.0
2015-06-02,70.43001556396484,68.96812515258789,,0,0.0,0.0
2015-06-03,69.8539047241211,69.11215438842774,,0,0.0,-0.0
2015-06-04,68.05354309082031,69.19857177734374,,0,0.0,-0.0
2015-06-05,67.90950012207031,69.25618209838868,,0,0.0,-0.0
2015-06-08,68.34160614013672,69.31739501953125,,0,0.0,0.0
2015-06-09,67.11734771728516,69.33539772033691,,0,0.0,-0.0
2015-06-10,68.84569549560547,69.37500534057617,,0,0.0,0.0
2015-06-11,68.98971557617188,69.45061950683593,,0,0.0,0.0
2015-06-12,68.41362762451172,69.51903419494629,,0,0.0,-0.0
2015-06-15,67.6934585571289,69.41821365356445,,0,0.0,-0.0
2015-06-16,68.26958465576172,69.28858757019043,,0,0.0,0.0
2015-06-17,67.98152923583984,69.17696533203124,,0,0.0,-0.0
2015-06-18,68.12555694580078,69.09054794311524,,0,0.0,0.0
2015-06-22,69.9979248046875,69.11575279235839,,0,0.0,0.0
2015-06-23,69.92591094970703,69.12295341491699,,0,0.0,-0.0
2015-06-24,70.2859878540039,69.13015518188476,,0,0.0,0.0
2015-06-25,71.29419708251953,69.18776741027833,,0,0.0,0.0
2015-06-26,71.43822479248047,69.22017402648926,,0,0.0,0.0
2015-06-29,69.78189849853516,69.14095878601074,68.25278193155924,1,0.0,-0.0
2015-06-30,69.8539047241211,69.13015670776367,68.31639455159505,1,1.0,0.0010318754166231958
2015-07-01,70.57404327392578,69.13735809326172,68.37400614420572,1,1.0,0.010309209666213848
2015-07-02,70.57404327392578,69.17336502075196,68.42681668599447,1,1.0,0.0
2015-07-03,70.0699462890625,69.27418518066406,68.4700252532959,1,1.0,-0.0071428100400409145
2015-07-06,69.34980773925781,69.34620056152343,68.50963338216145,1,1.0,-0.010277424030466165
2015-07-07,70.0699462890625,69.43261756896973,68.56004358927409,1,1.0,0.01038414630523965
2015-07-08,68.05354309082031,69.47942733764648,68.57924715677898,1,1.0,-0.028777005050408255
2015-07-09,67.26138305664062,69.40021171569825,68.57444610595704,1,1.0,-0.011640246755742267
2015-07-10,67.26138305664062,69.31379508972168,68.59004923502604,1,1.0,0.0
2015-07-13,69.27778625488281,69.35700302124023,68.6248560587565,1,1.0,0.02997861635619614
2015-07-14,68.19756317138672,69.38220825195313,68.65366172790527,1,1.0,-0.01559263281770873
2015-07-15,68.917724609375,69.41461524963378,68.68846893310547,1,1.0,0.010559929189529083
2015-07-16,69.13375091552734,69.47222633361817,68.73527819315592,1,1.0,0.003134553663470152
2015-07-17,68.48562622070312,69.49022979736328,68.77248547871908,1,1.0,-0.009374938958774948
2015-07-20,68.48562622070312,69.41461486816407,68.79408963521321,1,1.0,0.0
2015-07-21,69.34980773925781,69.3858097076416,68.81449381510417,1,1.0,0.012618436396708343
2015-07-22,68.26958465576172,69.2849895477295,68.81569417317708,1,1.0,-0.015576439484266902
