Date,Close,SMA20,SMA60,Signal,Position,Strategy Return
2015-05-21,237.4023895263672,231.51187438964843,,0,0.0,0.0
2015-05-22,243.3374481201172,231.71959838867187,,0,0.0,0.0
2015-05-25,235.91864013671875,231.08157653808593,,0,0.0,-0.0
2015-05-26,237.10565185546875,230.75514755249023,,0,0.0,0.0
2015-05-27,237.4023895263672,230.7848213195801,,0,0.0,0.0
2015-05-28,242.74398803710938,231.03706130981445,,0,0.0,0.0
2015-05-29,246.0082550048828,231.61572952270507,,0,0.0,0.0
2015-06-01,243.3374481201172,232.50598754882813,,0,0.0,-0.0
2015-06-02,243.3374481201172,233.5594596862793,,0,0.0,0.0
2015-06-03,243.3374481201172,234.7464698791504,,0,0.0,0.0
2015-06-04,239.18296813964844,235.77026824951173,,0,0.0,-0.0
2015-06-05,237.69918823242188,236.48247680664062,,0,0.0,-0.0
2015-06-08,237.69918823242188,237.38757400512696,,0,0.0,0.0
2015-06-09,238.29266357421875,238.27783203125,,0,0.0,0.0
2015-06-10,239.47967529296875,238.4558837890625,,0,0.0,0.0
2015-06-11,239.47967529296875,238.76747207641603,,0,0.0,0.0
2015-06-12,246.89852905273438,239.53903045654297,,0,0.0,0.0
2015-06-15,242.74398803710938,240.0583480834961,,0,0.0,-0.0
2015-06-16,244.8212127685547,240.66669235229492,,0,0.0,0.0
2015-06-17,251.94334411621094,241.40857696533203,,0,0.0,0.0
2015-06-18,250.7563018798828,242.0762725830078,,0,0.0,-0.0
2015-06-22,257.5816345214844,242.78848190307616,,0,0.0,0.0
2015-06-23,252.83355712890625,243.63422775268555,,0,0.0,-0.0
2015-06-24,250.1627655029297,244.2870834350586,,0,0.0,-0.0
2015-06-25,256.6913757324219,245.25153274536132,,0,0.0,0.0
2015-06-26,252.24005126953125,245.72633590698243,,0,0.0,-0.0
2015-06-29,252.83355712890625,246.0676010131836,240.04351654052735,1,0.0,0.0
2015-06-30,250.4595947265625,246.42370834350587,240.0682472229004,1,1.0,-0.009389427690302155
2015-07-01,253.72386169433594,246.9430290222168,240.22156982421876,1,1.0,0.013033108080116484
2015-07-02,249.86599731445312,247.2694564819336,240.22156982421876,1,1.0,-0.015204972658544924
2015-07-03,252.83355712890625,247.95198593139648,240.27102915445963,1,1.0,0.011876605245805028
2015-07-06,248.6790771484375,248.50098037719727,240.2413538614909,1,1.0,-0.016431679511397346
2015-07-07,248.08554077148438,249.0202980041504,240.20673344930012,1,1.0,-0.0023867563920499935
2015-07-08,239.18296813964844,249.06481323242187,240.04352035522462,1,1.0,-0.03588509271500129
2015-07-09,237.4023895263672,248.9609489440918,239.8951426188151,1,1.0,-0.007444420592028322
2015-07-10,237.4023895263672,248.85708465576172,239.90997950236002,1,1.0,0.0
2015-07-13,236.2154083251953,248.32292861938475,239.8011698404948,1,1.0,-0.004999870487992886
2015-07-14,230.87384033203125,247.72942123413085,239.68246892293294,1,1.0,-0.022613122619885906
2015-07-15,234.64833068847656,247.22077713012695,239.7354850769043,1,1.0,0.016348713873416854
2015-07-16,232.13194274902344,246.23020706176757,239.73666966756184,1,1.0,-0.01072408199994368
2015-07-17,229.61566162109375,245.1731750488281,239.58710734049478,1,1.0,-0.010839874504691704
2015-07-20,217.97760009765625,243.1929733276367,239.23368453979492,1,1.0,-0.05068496391436206
2015-07-21,224.58297729492188,241.7804443359375,238.83208287556965,1,1.0,0.030303009090412614
2015-07-22,220.493896484375,240.29700088500977,238.4464106241862,1,1.0,-0.018207438781867702
2015-07-23,215.14671325683594,238.21976776123046,238.0853739420573,1,1.0,-0.02425093534467959
2015-07-24,205.08139038085938,235.86183471679686,237.54174397786457,-1,1.0,-0.046783530752621205
2015-07-27,199.73416137695312,233.2068649291992,236.96339848836263,-1,-1.0,0.026073691981392533
2015-07-28,202.25047302246094,230.79640884399413,236.57536824544272,-1,-1.0,-0.012598303806221844
2015-07-29,202.87957763671875,228.2541946411133,236.25222778320312,-1,-1.0,-0.0031105223382490443
2015-07-30,205.71046447753906,226.0464179992676,236.02078145345052,-1,-1.0,-0.01395353279909406
2015-07-31,208.85585021972656,223.8475326538086,235.85659561157226,-1,-1.0,-0.015290353605375007
2015-08-03,188.09609985351562,220.8183837890625,235.26728032430012,-1,-1.0,0.09939750475924258
2015-08-04,176.14353942871094,217.22128372192384,234.54305191040038,-1,-1.0,0.06354496682341115
2015-08-05,169.85267639160156,213.7547691345215,233.69913813273112,-1,-1.0,0.03571441256098651
2015-08-06,172.99807739257812,210.53455352783203,232.65046208699545,-1,-1.0,-0.01851840705603447
2015-08-07,174.8853302001953,207.40870056152343,231.67775243123373,-1,-1.0,-0.010909097003052315
2015-08-10,181.1761932373047,204.6567398071289,230.8395662943522,-1,-1.0,-0.03597135923240713
2015-08-11,178.65985107421875,202.0460403442383,229.94460322062176,-1,-1.0,0.013888922811122528
2015-08-12,176.14353942871094,199.12080078125,229.00275675455728,-1,-1.0,0.01408437111291716
2015-08-13,175.82896423339844,196.30565185546874,227.9814786275228,-1,-1.0,0.0017859025447811705
2015-08-14,169.85267639160156,193.31750259399413,226.85565007527669,-1,-1.0,0.0339892114354029
2015-08-17,166.70726013183594,190.7539855957031,225.578480275472,-1,-1.0,0.018518496891469338
2015-08-18,167.96542358398438,187.92310791015626,224.44592666625977,-1,-1.0,-0.007547142524887418
2015-08-19,164.19093322753906,185.10795974731445,223.23068135579427,-1,-1.0,0.022471829474820626
2015-08-20,163.5618438720703,182.52871627807616,222.00000559488933,-1,-1.0,0.0038314500265185236
2015-08-21,159.78732299804688,180.26401290893554,220.61739451090494,-1,-1.0,0.02307702569662684
2015-08-24,144.0602569580078,177.48031768798828,218.9182612101237,-1,-1.0,0.09842499232702773
2015-08-25,147.834716796875,174.759529876709,217.326549021403,-1,-1.0,-0.026200563004461497
2015-08-26,144.37477111816406,171.83428955078125,215.67717107137045,-1,-1.0,0.023404148590245533
2015-08-27,144.68931579589844,168.78323211669922,214.03303553263348,-1,-1.0,-0.002178667888428576
2015-08-28,159.15823364257812,166.2983512878418,212.69928995768228,-1,-1.0,-0.09999990508690937
2015-08-31,157.9000701904297,164.7885498046875,211.36930465698242,-1,-1.0,0.007905110677301819
2015-09-01,154.12554931640625,163.68765029907226,209.97641067504884,-1,-1.0,0.023904491425946195
2015-09-02,152.86741638183594,162.838387298584,208.5526565551758,-1,-1.0,0.008163039419165186
2015-09-03,152.23831176757812,161.80039901733397,207.0986338297526,-1,-1.0,0.004115361070055723
2015-09-04,152.23831176757812,160.6680480957031,205.6446111043294,-1,-1.0,-0.0
2015-09-07,155.06918334960938,159.36269760131836,204.11412200927734,-1,-1.0,-0.018595001147629242
2015-09-08,160.41639709472656,158.45052490234374,202.74199549357095,-1,-1.0,-0.03448276201378908
2015-09-09,176.14353942871094,158.45052490234374,201.59736760457358,-1,-1.0,-0.09803949358554309
2015-09-10,171.7399139404297,158.2460723876953,200.26064376831056,-1,-1.0,0.025000210070511786
2015-09-11,174.2562255859375,158.46624984741212,198.9856424967448,-1,-1.0,-0.014651874382449304
2015-09-14,174.2562255859375,158.84369812011718,197.59688568115234,-1,-1.0,-0.0
2015-09-15,170.48175048828125,158.96951446533203,196.22435557047527,-1,-1.0,0.02166048923052566
2015-09-16,173.62716674804688,159.44132614135742,194.9487622578939,-1,-1.0,-0.01845016402492794
2015-09-17,174.2562255859375,159.97604522705078,193.5748430887858,-1,-1.0,-0.0036230438454569747
2015-09-18,175.19989013671875,160.74667358398438,192.29084040323895,-1,-1.0,-0.0054153850033660245
2015-09-21,165.76361083984375,161.83184127807618,190.83967463175455,-1,-1.0,0.05386007542305715
2015-09-22,163.5618438720703,162.61819763183593,189.3913787841797,-1,-1.0,0.0132825712266893
2015-09-23,157.9000701904297,163.29446258544922,187.79431559244793,-1,-1.0,0.03461549189962043
2015-09-24,148.46380615234375,163.4831871032715,186.10427907307943,-1,-1.0,0.05976098697553256
2015-09-25,149.0928955078125,162.97992019653321,184.3752680460612,-1,-1.0,-0.004237324717535573
2015-09-29,149.0928955078125,162.53956146240233,182.7154983520508,-1,-1.0,-0.0
2015-09-30,153.18194580078125,162.49238128662108,181.13377176920574,-1,-1.0,-0.02742619142945335
2015-10-01,157.5855255126953,162.72828674316406,179.77381439208983,-1,-1.0,-0.028747380697468516
2015-10-02,156.95643615722656,162.96419296264648,178.43304850260418,-1,-1.0,0.003992050370248412
2015-10-05,152.86741638183594,162.9956481933594,177.02413228352864,-1,-1.0,0.026051940751856573
2015-10-06,154.12554931640625,162.9484664916992,175.6559679667155,-1,-1.0,-0.008230223054386698
2015-10-07,162.30364990234375,163.04282913208007,174.51313145955405,-1,-1.0,-0.05306129076074573
2015-10-08,167.0217742919922,162.58674087524415,173.3860221862793,-1,-1.0,-0.029069736832703974
2015-10-12,167.65087890625,162.38228912353514,172.31133778889975,-1,-1.0,-0.003766602390165019
2015-10-13,174.2562255859375,162.38228912353514,171.38868052164713,-1,-1.0,-0.03939941575481498
2015-10-14,171.42538452148438,162.2407470703125,170.61281026204426,-1,-1.0,0.01624527935764941
2015-10-15,173.62716674804688,162.39801788330078,169.7635467529297,-1,-1.0,-0.012843968428063013
2015-10-16,173.62716674804688,162.39801788330078,168.98243459065756,-1,-1.0,-0.0
2015-10-19,172.36900329589844,162.30365676879882,168.26947275797525,-1,-1.0,0.007246351338406454
2015-10-20,172.99807739257812,162.1935661315918,167.73475087483723,-1,-1.0,-0.003649577851301933
2015-10-21,166.39271545410156,162.2250213623047,167.17906010945637,-1,-1.0,0.03818170720757352
2015-10-22,167.96542358398438,162.4452003479004,166.6076426188151,-1,-1.0,-0.009451784746650427
2015-10-23,167.96542358398438,162.94846801757814,166.02574005126954,-1,-1.0,-0.0
2015-10-26,170.79629516601562,164.06509246826172,165.4438372294108,-1,-1.0,-0.016853894817321136
2015-10-27,166.39271545410156,164.93008346557616,164.7361183166504,1,-1.0,0.025782641875420897
2015-10-28,161.04547119140625,165.52771224975587,164.28527450561523,1,1.0,-0.032136288226934484
2015-10-29,159.15823364257812,165.8265266418457,164.00218607584637,1,1.0,-0.011718662653885548
2015-10-30,160.10186767578125,165.95234375,163.83967259724935,1,1.0,0.005928904911839172
2015-11-02,169.85267639160156,166.59715576171874,163.78724924723306,1,1.0,0.06090377868399677
2015-11-03,173.62716674804688,167.6351432800293,163.76627985636392,1,1.0,0.022222142368502285
2015-11-04,190.29788208007812,169.4437599182129,163.91830800374348,1,1.0,0.09601444085200317
2015-11-05,186.8379364013672,170.67047424316405,164.05460942586262,1,1.0,-0.018181735082342998
2015-11-06,181.1761932373047,171.3781951904297,164.13848698933919,1,1.0,-0.03030296348328254
2015-11-09,179.91799926757812,171.9915512084961,164.20663757324218,1,1.0,-0.006944587736638086
2015-11-10,179.6034698486328,172.25891342163087,164.36915079752603,1,1.0,-0.0017481820619711375
2015-11-11,172.99807739257812,172.33754806518556,164.47399775187174,1,1.0,-0.0367776438930808
2015-11-12,171.11082458496094,172.21173095703125,164.52642110188802,1,1.0,-0.010909097003052315
2015-11-13,167.0217742919922,171.8814613342285,164.57360178629557,1,1.0,-0.02389708718245598
2015-11-16,170.16720581054688,171.77137145996093,164.68369115193684,1,1.0,0.018832463802328947
2015-11-17,167.0217742919922,171.47255630493163,164.80426534016928,1,1.0,-0.018484357803092877
2015-11-18,162.30364990234375,171.26810302734376,165.10832188924152,1,1.0,-0.028248558666369328
2015-11-19,166.70726013183594,171.20519485473633,165.42286427815756,1,1.0,0.027131923602098817
2015-11-20,164.5054473876953,171.03219604492188,165.7583755493164,1,1.0,-0.013207659596824906
2015-11-23,172.99807739257812,171.14228515625,166.2301882425944,1,1.0,0.05162522056104302
2015-11-24,168.59451293945312,171.25237503051758,166.387459564209,1,1.0,-0.02545441267033366
2015-11-25,165.13453674316406,171.45682830810546,166.50803400675457,1,1.0,-0.020522472149088422
2015-11-26,172.36900329589844,172.11736679077148,166.8120915730794,1,1.0,0.04380953067368476
2015-11-27,167.96542358398438,172.51054458618165,167.06372502644857,1,1.0,-0.02554739905500658
2015-11-30,163.87635803222656,172.21172866821288,167.2576924641927,1,1.0,-0.024344686331905896
2015-12-01,164.19093322753906,171.7399169921875,167.45690282185873,1,1.0,0.0019195886404226314
2015-12-02,169.22357177734375,170.6862014770508,167.69280929565429,1,1.0,0.030651135546140962
2015-12-03,172.36900329589844,169.96275482177734,167.89201939900715,1,1.0,0.018587431322471426
2015-12-04,169.22357177734375,169.3651237487793,167.7766866048177,1,1.0,-0.018248243352402826
2015-12-07,172.99807739257812,169.0191276550293,167.79765599568685,1,1.0,0.02230484545144029
2015-12-08,169.85267639160156,168.53158798217774,167.7242635091146,1,1.0,-0.018181710735656442
2015-12-09,166.0781707763672,168.1855926513672,167.58796259562175,1,1.0,-0.022222232203937264
2015-12-10,163.5618438720703,167.80814361572266,167.4726308186849,1,1.0,-0.01515146086047181
2015-12-11,161.9891357421875,167.55651168823243,167.2786636352539,1,1.0,-0.00961537295405468
2015-12-14,160.41639709472656,167.0689712524414,167.04799982706706,1,1.0,-0.009708914367961174
2015-12-15,162.93272399902344,166.86451873779296,166.84354705810546,1,1.0,0.01568622004900777
2015-12-16,159.15823364257812,166.70724792480468,166.73345743815105,-1,1.0,-0.02316594397861993
2015-12-17,162.93272399902344,166.51852111816407,166.72297210693358,-1,-1.0,-0.023715332031905456
2015-12-18,162.93272399902344,166.43988494873048,166.80684967041014,-1,-1.0,-0.0
2015-12-21,159.78732299804688,165.77934722900392,166.99557495117188,-1,-1.0,0.019304906490088647
2015-12-22,163.87635803222656,165.54343948364257,167.24196599324543,-1,-1.0,-0.025590484635815924
2015-12-23,161.67459106445312,165.37044219970704,167.45166091918946,-1,-1.0,0.01343553758584537
2015-12-24,160.10186767578125,164.75708541870117,167.56699295043944,-1,-1.0,0.009727709087229974
2015-12-25,161.36001586914062,164.42681503295898,167.62990112304686,-1,-1.0,-0.007858422962980116
2015-12-28,163.24728393554688,164.395361328125,167.73474858601887,-1,-1.0,-0.011696008185428042
2015-12-29,157.27098083496094,164.0493637084961,167.8081413269043,-1,-1.0,0.036608897597006806
2015-12-30,156.32736206054688,163.40455322265626,167.8448382059733,-1,-1.0,0.005999954787617723
2015-12-31,157.27098083496094,162.64965209960937,167.7609603881836,-1,-1.0,-0.006036171543971847
2016-01-04,154.12554931640625,161.8947509765625,167.54602330525717,-1,-1.0,0.02000007567737805
2016-01-05,152.5528564453125,160.87248992919922,167.29438959757488,-1,-1.0,0.010203972528040395
2016-01-06,142.8020477294922,159.51995849609375,166.77015329996746,-1,-1.0,0.06391757547532917
2016-01-07,129.59129333496094,157.69561462402345,166.07291844685872,-1,-1.0,0.09251095908341722
2016-01-08,134.30941772460938,156.23299331665038,165.41762262980143,-1,-1.0,-0.03640772669390113
2016-01-11,131.47854614257812,154.70746383666992,164.71514561971028,-1,-1.0,0.021077238141525734
2016-01-12,129.90582275390625,153.18193511962892,164.0074259440104,-1,-1.0,0.011961825216460609
2016-01-13,129.90582275390625,151.53059005737305,163.28922170003256,-1,-1.0,-0.0
2016-01-14,130.8494415283203,150.11515045166016,162.69683380126952,-1,-1.0,-0.0072638681962828855
2016-01-15,128.9622039794922,148.4166244506836,162.04678014119466,-1,-1.0,0.014422969840644395
2016-01-18,132.10763549804688,146.87537002563477,161.44915033976238,-1,-1.0,-0.024390336249641598
2016-01-19,136.19668579101562,145.6958381652832,160.87249018351238,-1,-1.0,-0.030952414503166326
2016-01-20,132.10763549804688,144.1074020385742,160.3010721842448,-1,-1.0,0.030023126254651422
2016-01-21,132.10763549804688,142.6290542602539,159.8187749226888,-1,-1.0,-0.0
2016-01-22,133.3657989501953,141.2922508239746,159.3889010111491,-1,-1.0,-0.009523775423011305
2016-01-25,134.9385223388672,139.97117614746094,158.96951192220052,-1,-1.0,-0.011792554020984003
2016-01-26,131.47854614257812,138.3827392578125,158.3299430847168,-1,-1.0,0.025641130022160175
2016-01-27,132.73670959472656,137.1560256958008,157.6484354654948,-1,-1.0,-0.009569344117815737
2016-01-28,130.8494415283203,135.88212966918945,156.6576281229655,-1,-1.0,0.014218132061345257
2016-01-29,134.6239471435547,134.74977798461913,155.78739496866862,-1,-1.0,-0.02884617290794811
2016-02-01,132.10763549804688,133.64888229370118,154.96958567301434,-1,-1.0,0.0186914118839836
2016-02-02,133.3657989501953,132.6895294189453,154.1937156677246,-1,-1.0,-0.009523775423011305
2016-02-03,125.81678009033203,131.84026603698732,153.2972708384196,-1,-1.0,0.05660385885501584
2016-02-15,129.27674865722656,131.82453880310058,152.56858202616374,-1,-1.0,-0.027500056545799234
2016-02-16,133.05126953125,131.76163139343262,151.9342561086019,-1,-1.0,-0.029197213831788638
2016-02-17,132.10763549804688,131.79308586120607,151.35235379536945,-1,-1.0,0.0070922587700787965
2016-02-18,138.39846801757812,132.21771812438965,150.82287483215333,-1,-1.0,-0.04761899261776015
2016-02-19,138.7130126953125,132.65807762145997,150.35106213887533,-1,-1.0,-0.00227274681750389
2016-02-22,144.0602569580078,133.31861839294433,150.04700558980306,-1,-1.0,-0.03854897358794096
2016-02-23,145.31837463378906,134.13642692565918,149.6905241648356,-1,-1.0,-0.008733273856008639
2016-02-24,142.8020477294922,134.67114753723143,149.32880083719888,-1,-1.0,0.017315958223715122
2016-02-25,147.5202178955078,135.23732414245606,148.90416984558107,-1,-1.0,-0.03303993353760015
2016-02-26,148.46380615234375,136.0551326751709,148.5686580657959,-1,-1.0,-0.0063963317726678515
2016-03-01,146.2620086669922,136.76285133361816,148.25411593119304,-1,-1.0,0.014830533733536488
2016-03-02,147.2056427001953,137.45484352111816,147.83472658793133,-1,-1.0,-0.006451668767599061
2016-03-03,150.9801483154297,138.25692481994628,147.55163866678873,-1,-1.0,-0.025641038930292126
2016-03-04,150.9801483154297,139.23200492858888,147.33670183817546,-1,-1.0,-0.0
2016-03-07,147.834716796875,139.98690528869628,147.06409823099773,-1,-1.0,0.02083341123750393
2016-03-08,147.834716796875,140.83616905212403,146.70761731465657,-1,-1.0,-0.0
2016-03-09,150.03652954101562,141.60679817199707,146.33540941874188,-1,-1.0,-0.014893746150073328
2016-03-10,146.2620086669922,142.31451683044435,145.952716700236,-1,-1.0,0.025157345918159213
2016-03-11,151.60923767089844,143.2266887664795,145.59623603820802,-1,-1.0,-0.036559247699659014
2016-03-14,163.5618438720703,145.11394195556642,145.49138882954915,-1,-1.0,-0.07883824485100077
2016-03-15,156.0128173828125,146.45074539184571,145.32363293965656,1,-1.0,0.04615395810261391
2016-03-16,158.8437042236328,147.74036712646483,145.2449972788493,1,1.0,0.018145219657652145
2016-03-17,158.8437042236328,149.07717056274413,145.1925734202067,1,1.0,0.0
2016-03-18,162.30364990234375,150.2724296569824,145.224027633667,1,1.0,0.021782076259313055
2016-03-21,161.67459106445312,151.42050857543944,145.20305875142415,1,1.0,-0.0038758144888862978
2016-03-22,156.0128173828125,152.01813659667968,145.15063514709473,1,1.0,-0.03501956395475592
2016-03-23,153.18194580078125,152.41131515502929,144.988122177124,1,1.0,-0.018145121852937707
2016-03-24,154.75462341308594,153.008943939209,144.85182050069173,1,1.0,0.01026672956844421
2016-03-25,153.18194580078125,153.29203033447266,144.7417308807373,1,1.0,-0.010162395007138114
2016-03-28,150.9801483154297,153.41784744262696,144.52679405212402,1,1.0,-0.014373740154829173
2016-03-29,153.4965057373047,153.7795722961426,144.39049263000487,1,1.0,0.016666809841899166
2016-03-30,156.95643615722656,154.26711196899413,144.33806877136232,1,1.0,0.022540776438541466
2016-03-31,155.38372802734375,154.48729095458984,144.23846397399902,1,1.0,-0.01002002955971426
2016-04-01,151.60923767089844,154.51874542236328,144.04449653625488,1,1.0,-0.02429141329252371
2016-04-06,145.31837463378906,154.39292831420897,143.84528643290201,1,1.0,-0.04149392961638054
2016-04-07,144.0602569580078,154.20420532226564,143.64083468119304,1,1.0,-0.00865766410443125
2016-04-08,144.37477111816406,153.92111740112304,143.42589785257977,1,1.0,0.0021832125445113704
2016-04-11,145.9474639892578,153.90539016723633,143.28959643046062,1,1.0,0.010893128064643376
2016-04-12,139.65664672851562,153.3077606201172,143.07465960184734,1,1.0,-0.04310329956267833
2016-04-13,141.85841369628906,152.22258911132812,143.0589323679606,1,1.0,0.015765572347254952
2016-04-14,145.31837463378906,151.68786697387696,143.32105038960773,1,1.0,0.02439024127893874
2016-04-15,147.2056427001953,151.10596389770507,143.53598747253417,1,1.0,0.012987126171499552
2016-04-18,147.5202178955078,150.53978958129883,143.80334866841633,1,1.0,0.002136977832793985
2016-04-19,146.2620086669922,149.73770751953126,144.07595176696776,1,1.0,-0.008529062974994006
2016-04-20,145.9474639892578,148.95135116577148,144.34331245422362,1,1.0,-0.002150556255866354
2016-04-21,147.2056427001953,148.51099243164063,144.61591580708821,1,1.0,0.008620764462410335
2016-04-22,144.68931579589844,148.08636093139648,144.87803433736164,1,1.0,-0.017093956849342562
2016-04-25,143.43112182617188,147.5201858520508,145.06675910949707,1,1.0,-0.008695831912712837
2016-04-26,148.77833557128906,147.30000534057618,145.27645327250164,1,1.0,0.037280707820145365
2016-04-27,152.23831176757812,147.3629135131836,145.6119645436605,1,1.0,0.02325591412891681
2016-04-28,148.46380615234375,147.11127853393555,145.88456738789876,1,1.0,-0.02479340168325639
2016-04-29,144.68931579589844,146.49792251586913,146.07329266866049,1,1.0,-0.025423639971699052
2016-05-03,132.73670959472656,145.36557159423828,146.03659578959147,-1,1.0,-0.08260876855643196
2016-05-04,126.76041412353516,144.1231304168701,145.95796025594075,-1,-1.0,0.04502368251735567
2016-05-05,127.70403289794922,143.24241333007814,145.87408231099445,-1,-1.0,-0.007444112430040395
2016-05-06,120.78411865234375,142.07860641479493,145.7063269297282,-1,-1.0,0.05418712384075852
2016-05-09,123.30045318603516,141.02489051818847,145.5176020304362,-1,-1.0,-0.020833322805742682
2016-05-10,128.3331298828125,140.1441738128662,145.45469360351564,-1,-1.0,-0.040816368202508224
2016-05-11,125.81678009033203,139.45218048095703,145.3288766225179,-1,-1.0,0.019607951545935753
2016-05-12,125.81678009033203,138.65009880065918,145.3288766225179,-1,-1.0,-0.0
2016-05-13,125.81678009033203,137.67501907348634,145.27121047973634,-1,-1.0,-0.0
2016-05-16,126.76041412353516,136.65275764465332,145.16636288960774,-1,-1.0,-0.007500065035249026
2016-05-17,127.38949584960938,135.6462215423584,145.08772722880045,-1,-1.0,-0.004962761682532291
2016-05-18,128.01856994628906,134.73404960632325,144.91472892761232,-1,-1.0,-0.004938194413002028
2016-05-19,125.81678009033203,133.72751541137694,144.6997917175293,-1,-1.0,0.01719898805994169
2016-05-20,127.07498168945312,132.72098236083986,144.4167037963867,-1,-1.0,-0.010000268630446119
2016-05-23,132.10763549804688,132.09189834594727,144.196524810791,-1,-1.0,-0.03960381297470961
2016-05-24,131.47854614257812,131.49426956176757,144.00779978434244,-1,-1.0,0.004761945462857464
2016-05-25,132.73670959472656,130.69218826293945,143.76140797932942,-1,-1.0,-0.009569344117815737
2016-05-26,134.6239471435547,129.81147003173828,143.53074366251627,-1,-1.0,-0.014217902150733375
2016-05-27,133.68032836914062,129.07229614257812,143.32104899088543,-1,-1.0,0.007009293624468227
2016-05-30,136.19668579101562,128.64766464233398,143.13756637573243,-1,-1.0,-0.01882369270463191
2016-05-31,138.39846801757812,128.93075256347657,142.92787170410156,-1,-1.0,-0.016166195335626465
2016-06-01,139.65664672851562,129.5755641937256,142.739146677653,-1,-1.0,-0.009090987270015782
2016-06-02,135.25303649902344,129.9530143737793,142.52945200602213,-1,-1.0,0.03153169099106723
2016-06-03,137.76939392089844,130.80227813720703,142.36169662475587,-1,-1.0,-0.01860481277914361
2016-06-06,144.37477111816406,131.8559940338135,142.267333984375,-1,-1.0,-0.04794517134232423
2016-06-07,146.57655334472656,132.76816520690917,142.27257639567057,-1,-1.0,-0.01525046384150075
2016-06-08,144.68931579589844,133.7117919921875,142.15724436442056,-1,-1.0,0.012875439528105326
2016-06-13,138.39846801757812,134.34087638854982,141.73785476684571,-1,-1.0,0.043478315891646746
2016-06-14,141.5438995361328,135.12723236083986,141.4967061360677,-1,-1.0,-0.022727357922453173
2016-06-15,145.00384521484375,136.03940391540527,141.26604181925455,-1,-1.0,-0.024444329215528526
2016-06-16,142.1729736328125,136.77857780456543,140.98819630940756,-1,-1.0,0.019522734571879252
2016-06-17,142.8020477294922,137.5177516937256,140.66316960652668,-1,-1.0,-0.004424709426873008
2016-06-20,143.11659240722656,138.38274230957032,140.35386962890624,-1,-1.0,-0.0022026622358399806
2016-06-21,144.37477111816406,139.24773178100585,140.1599021911621,-1,-1.0,-0.008791284712519332
2016-06-22,144.0602569580078,139.8453628540039,140.00787404378255,-1,-1.0,0.002178456510928961
2016-06-23,143.43112182617188,140.4429916381836,139.81914901733398,1,-1.0,0.004367166525458321
2016-06-24,140.60025024414062,140.8361686706543,139.60945409138998,1,1.0,-0.019736801511334945
2016-06-27,142.48748779296875,141.229345703125,139.46790974934896,1,1.0,0.013422718277891432
2016-06-28,144.0602569580078,141.74834213256835,139.31063893636068,1,1.0,0.011037945783171299
2016-06-29,149.40744018554688,142.40887985229492,139.1848223368327,1,1.0,0.03711768492192613
2016-06-30,153.4965057373047,143.16378173828124,139.1533686319987,1,1.0,0.027368553712450172
2016-07-01,154.12554931640625,143.8872268676758,139.19530715942383,1,1.0,0.004098097061428385
2016-07-04,160.73094177246094,145.16112213134767,139.4521832784017,1,1.0,0.04285721923037178
2016-07-05,154.12554931640625,145.97892990112305,139.61993815104168,1,1.0,-0.041095960635915585
2016-07-06,149.0928955078125,146.21483612060547,139.6985735575358,1,1.0,-0.03265294969533017
2016-07-07,149.72198486328125,146.3721076965332,139.76148223876953,1,1.0,0.004219445556584489
